"Line","Speaker","Text","Date"
206,"Holt","That was...","9/26/16"
207,"CANDIDATES","(CROSSTALK)","9/26/16"
208,"Trump","Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.","9/26/16"
209,"Holt","I will let you respond. It's important. But I just want to get the answer here. The birth certificate was produced in 2011. You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...","9/26/16"
210,"Trump","Yeah.","9/26/16"
211,"Holt",".... as recently as January. So the question is, what changed your mind?","9/26/16"
212,"Trump","Well, nobody was pressing it, nobody was caring much about it. I figured you'd ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know -- now, everybody in mainstream is going to say, oh, that's not true. Look, it's true. Sidney Blumenthal sent a reporter -- you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she can't bring back jobs, she can't produce.","9/26/16"
213,"Holt","I'm sorry. I'm just going to follow up -- and I will let you respond to that, because there's a lot there. But we're talking about racial healing in this segment. What do you say to Americans, people of color who...","9/26/16"
214,"CANDIDATES","(CROSSTALK)","9/26/16"
215,"Trump","Well, it was very -- I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.","9/26/16"
216,"Holt","Secretary Clinton?","9/26/16"
217,"Clinton","Well, just listen to what you heard.","9/26/16"
218,"Audience","(LAUGHTER)","9/26/16"
219,"Clinton","And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it can't be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention: When they go low, we go high. And Barack Obama went high, despite Donald Trump's best efforts to bring him down.","9/26/16"
220,"Holt","Mr. Trump, you can respond and we're going to move on to the next segment.","9/26/16"
221,"Trump","I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesn't work that way. You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I don't think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesn't work. It really doesn't. Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued. We settled the suit with zero -- with no admission of guilt. It was very easy to do.","9/26/16"
222,"Trump","I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you. Maybe I'm trying to save the money. But, frankly, I look -- I look at that, and I say, isn't that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things. I'll go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And it's a tremendously successful club. And I'm so glad I did it. And I have been given great credit for what I did. And I'm very, very proud of it. And that's the way I feel. That is the true way I feel.","9/26/16"
223,"Holt","Our next segment is called ""Securing America."" We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, who's behind it? And how do we fight it? Secretary Clinton, this answer goes to you.","9/26/16"
224,"Clinton","Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","9/26/16"
225,"CANDIDATES","(CROSSTALK)","9/26/16"
226,"Clinton","... tough, long game here. And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information. And we're going to have to make it clear that we don't want to use the kinds of tools that we have. We don't want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think they've been treating it as almost a probing, how far would we go, how much would we do. And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...","9/26/16"
227,"Holt","Your two minutes have expired.","9/26/16"
228,"Clinton","... have said that Donald is unfit to be the commander- in-chief. It's comments like that that really worry people who understand the threats that we face.","9/26/16"
229,"Holt","Mr. Trump, you have two minutes and the same question. Who's behind it? And how do we fight it?","9/26/16"
230,"Trump","I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And I'm very proud of it. In addition, I was just endorsed by ICE. They've never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed -- 16,500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. OK? Because look at the mess that we're in. Look at the mess that we're in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps we're not. I don't think anybody knows it was Russia that broke into the DNC. She's saying Russia, Russia, Russia, but I don't -- maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, OK?","9/26/16"
231,"Trump","You don't know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. That's what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is -- it is a huge problem. I have a son. He's 10 years old. He has computers. He is so good with these computers, it's unbelievable. The security aspect of cyber is very, very tough. And maybe it's hardly doable. But I will say, we are not doing the job we should be doing. But that's true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.","9/26/16"
232,"Holt","Secretary Clinton?","9/26/16"
233,"Clinton","Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. We're making progress. Our military is assisting in Iraq. And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.","9/26/16"
234,"Holt","You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. I'll ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?","9/26/16"
235,"Trump","Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. ""We will take out ISIS."" Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. She's been doing it a long time. She's been trying to take them out for a long time. But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that. And then you wouldn't have had them. Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.","9/26/16"
236,"Holt","Secretary Clinton?","9/26/16"
237,"Clinton","Well, I hope the fact-checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.","9/26/16"
238,"Trump","Wrong.","9/26/16"
239,"Clinton","That is absolutely proved over and over again.","9/26/16"
240,"Trump","Wrong. Wrong.","9/26/16"
241,"Clinton","He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.","9/26/16"
242,"Clinton","But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that. But let's talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? That's the most important part of this. How do we prevent attacks? How do we protect our people? And I think we've got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of. We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. They're on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.","9/26/16"
243,"Holt","Mr. Trump...","9/26/16"
244,"Trump","Well, I have to respond.","9/26/16"
245,"Holt","Please respond.","9/26/16"
246,"Trump","The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen. You look at the Middle East, it's a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now they're going to be actually probably a major power at some point pretty soon, the way they're going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, I'm a businessperson. I did really well. But I have common sense. And I said, well, I'll tell you. I haven't given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them aren't paying their fair share. Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think that's great. And I think we should get -- because we pay approximately 73 percent of the cost of NATO. It's a lot of money to protect other people. But I'm all for NATO. But I said they have to focus on terror, also. And they're going to do that. And that was -- believe me -- I'm sure I'm not going to get credit for it -- but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldn't believe it. They sat back probably and said, I can't believe it. They said...","9/26/16"
247,"Clinton","Lester, we've covered...","9/26/16"
248,"Trump","No, wait a minute.","9/26/16"
249,"Clinton","We've covered this ground.","9/26/16"
250,"Trump","When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, you're talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now it's in over 30 countries. And you're going to stop them? I don't think so.","9/26/16"
251,"Holt","Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your...","9/26/16"
252,"Trump","I did not support the war in Iraq.","9/26/16"
253,"Holt","In 2002...","9/26/16"
254,"Trump","That is a mainstream media nonsense put out by her, because she -- frankly, I think the best person in her campaign is mainstream media.","9/26/16"
255,"Holt","My question is, since you supported it...","9/26/16"
256,"Trump","Just -- would you like to hear...","9/26/16"
257,"Holt","... why is your -- why is your judgment...","9/26/16"
258,"Trump","Wait a minute. I was against the war in Iraq. Just so you put it out.","9/26/16"
259,"Holt","The record shows otherwise, but why -- why was...","9/26/16"
260,"Trump","The record does not show that.","9/26/16"
261,"Holt","Why was -- is your judgment any...","9/26/16"
262,"Trump","The record shows that I'm right. When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.","9/26/16"
263,"Holt","Why is your judgment better than...","9/26/16"
264,"Trump","And when he -- excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people -- he's willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in '04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely -- because if you read this article, there's no doubt. But if somebody -- and I'll ask the press -- if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it's a terrible and a stupid thing. It's going to destabilize the Middle East. And that's exactly what it's done. It's been a disaster.","9/26/16"
265,"Holt","My reference was to what you had said in 2002, and my question was...","9/26/16"
266,"Trump","No, no. You didn't hear what I said.","9/26/16"
267,"Holt","Why is your judgment -- why is your judgment any different than Mrs. Clinton's judgment?","9/26/16"
268,"Trump","Well, I have much better judgment than she does. There's no question about that. I also have a much better temperament than she has, you know?","9/26/16"
269,"Audience","(LAUGHTER)","9/26/16"
270,"Trump","I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a...","9/26/16"
271,"Holt","Secretary Clinton?","9/26/16"
272,"Trump","Wait. The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there's a person with a temperament that's got a problem.","9/26/16"
273,"Holt","Secretary Clinton?","9/26/16"
274,"Clinton","Whew, OK.","9/26/16"
275,"Audience","(LAUGHTER)","9/26/16"
276,"Clinton","Let's talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all. And you know the only time it's ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side. With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away. And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasn't enough. So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran. And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot. That's diplomacy. That's coalition-building. That's working with other nations. The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war. That's not good judgment.","9/26/16"
277,"Trump","That would not start a war.","9/26/16"
278,"Clinton","That is not the right temperament to be commander-in- chief, to be taunted. And the worst part...","9/26/16"
279,"Trump","No, they were taunting us.","9/26/16"
280,"Clinton","... of what we heard Donald say has been about nuclear weapons. He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...","9/26/16"
281,"Trump","Wrong.","9/26/16"
282,"Clinton","... have a good time, folks.","9/26/16"
283,"Trump","It's lies.","9/26/16"
284,"Clinton","And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number-one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.","9/26/16"
285,"Trump","That line's getting a little bit old, I must say. I would like to...","9/26/16"
286,"Clinton","It's a good one, though. It well describes the problem.","9/26/16"
287,"Audience","(LAUGHTER)","9/26/16"
288,"Trump","It's not an accurate one at all. It's not an accurate one. So I just want to give a lot of things -- and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your -- your president thinks. Nuclear is the single greatest threat. Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries. They do not pay us. But they should be paying us, because we are providing tremendous service and we're losing a fortune. That's why we're losing -- we're losing -- we lose on everything. I say, who makes these -- we lose on everything. All I said, that it's very possible that if they don't pay a fair share, because this isn't 40 years ago where we could do what we're doing. We can't defend Japan, a behemoth, selling us cars by the million...","9/26/16"
289,"Holt","We need to move on.","9/26/16"
290,"Trump","Well, wait, but it's very important. All I said was, they may have to defend themselves or they have to help us out. We're a country that owes $20 trillion. They have to help us out.","9/26/16"
291,"Holt","Our last...","9/26/16"
292,"Trump","As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has.","9/26/16"
293,"Holt","Which leads to my next question, as we enter our last segment here (inaudible) the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nation's longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that.","9/26/16"
294,"Trump","Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she's very cavalier in the way she talks about various countries. But Russia has been expanding their -- they have a much newer capability than we do. We have not been updating from the new standpoint. I looked the other night. I was seeing B-52s, they're old enough that your father, your grandfather could be flying them. We are not -- we are not keeping up with other countries. I would like everybody to end it, just get rid of it. But I would certainly not do first strike. I think that once the nuclear alternative happens, it's over. At the same time, we have to be prepared. I can't take anything off the table. Because you look at some of these countries, you look at North Korea, we're doing nothing there. China should solve that problem for us. China should go into North Korea. China is totally powerful as it relates to North Korea. And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal. Iran is one of their biggest trading partners. Iran has power over North Korea. And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea. And they should have done something with respect to Yemen and all these other places. And when asked to Secretary Kerry, why didn't you do that? Why didn't you add other things into the deal? One of the great giveaways of all time, of all time, including $400 million in cash. Nobody's ever seen that before. That turned out to be wrong. It was actually $1.7 billion in cash, obviously, I guess for the hostages. It certainly looks that way. So you say to yourself, why didn't they make the right deal? This is one of the worst deals ever made by any country in history. The deal with Iran will lead to nuclear problems. All they have to do is sit back 10 years, and they don't have to do much.","9/26/16"
295,"Holt","Your two minutes is expired.","9/26/16"
296,"Trump","And they're going to end up getting nuclear. I met with Bibi Netanyahu the other day. Believe me, he's not a happy camper.","9/26/16"
297,"Holt","All right. Mrs. Clinton, Secretary Clinton, you have two minutes.","9/26/16"
298,"Clinton","Well, let me -- let me start by saying, words matter. Words matter when you run for president. And they really matter when you are president. And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them. It is essential that America's word be good. And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe. I've talked with a number of them. But I want to -- on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good. It's also important that we look at the entire global situation. There's no doubt that we have other problems with Iran. But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that. And Donald never tells you what he would do. Would he have started a war? Would he have bombed Iran? If he's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be. But it's like his plan to defeat ISIS. He says it's a secret plan, but the only secret is that he has no plan. So we need to be more precise in how we talk about these issues. People around the word follow our presidential campaigns so closely, trying to get hints about what we will do. Can they rely on us? Are we going to lead the world with strength and in accordance with our values? That's what I intend to do. I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether they're abroad or at home. We cannot let those who would try to destabilize the world to interfere with American interests and security...","9/26/16"
299,"Holt","Your two minutes is...","9/26/16"
300,"Clinton","... to be given any opportunities at all.","9/26/16"
301,"Holt","... is expired.","9/26/16"
302,"Trump","Lester, one thing I'd like to say.","9/26/16"
303,"Holt","Very quickly. Twenty seconds.","9/26/16"
304,"Trump","I will go very quickly. But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place. Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.","9/26/16"
305,"Holt","Mr. Trump...","9/26/16"
306,"Trump","And it's a big problem. And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars. We cannot be the policemen of the world. We cannot protect countries all over the world...","9/26/16"
307,"Holt","We have just...","9/26/16"
308,"Trump","... where they're not paying us what we need.","9/26/16"
309,"Holt","We have just a few final questions...","9/26/16"
310,"Trump","And she doesn't say that, because she's got no business ability. We need heart. We need a lot of things. But you have to have some basic ability. And sadly, she doesn't have that. All of the things that she's talking about could have been taken care of during the last 10 years, let's say, while she had great power. But they weren't taken care of. And if she ever wins this race, they won't be taken care of.","9/26/16"
311,"Holt","Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party. Earlier this month, you said she doesn't have, quote, ""a presidential look."" She's standing here right now. What did you mean by that?","9/26/16"
312,"Trump","She doesn't have the look. She doesn't have the stamina. I said she doesn't have the stamina. And I don't believe she does have the stamina. To be president of this country, you need tremendous stamina.","9/26/16"
313,"Holt","The quote was, ""I just don't think she has the presidential look.""","9/26/16"
314,"Trump","You have -- wait a minute. Wait a minute, Lester. You asked me a question. Did you ask me a question? You have to be able to negotiate our trade deals. You have to be able to negotiate, that's right, with Japan, with Saudi Arabia. I mean, can you imagine, we're defending Saudi Arabia? And with all of the money they have, we're defending them, and they're not paying? All you have to do is speak to them. Wait. You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.","9/26/16"
315,"Holt","Let's let her respond.","9/26/16"
316,"Clinton","Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina.","9/26/16"
317,"Audience","(APPLAUSE)","9/26/16"
318,"Trump","The world -- let me tell you. Let me tell you. Hillary has experience, but it's bad experience. We have made so many bad deals during the last -- so she's got experience, that I agree.","9/26/16"
319,"Audience","(APPLAUSE)","9/26/16"
320,"Trump","But it's bad, bad experience. Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can -- name -- you almost can't name a good deal. I agree. She's got experience, but it's bad experience. And this country can't afford to have another four years of that kind of experience.","9/26/16"
321,"Holt","We are at -- we are at the final question.","9/26/16"
322,"Audience","(APPLAUSE)","9/26/16"
323,"Clinton","Well, one thing. One thing, Lester.","9/26/16"
324,"Holt","Very quickly, because we're at the final question now.","9/26/16"
325,"Clinton","You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...","9/26/16"
326,"Trump","I never said that.","9/26/16"
327,"Clinton",".... women don't deserve equal pay unless they do as good a job as men.","9/26/16"
328,"Trump","I didn't say that.","9/26/16"
329,"Clinton","And one of the worst things he said was about a woman in a beauty contest. He loves beauty contests, supporting them and hanging around them. And he called this woman ""Miss Piggy."" Then he called her ""Miss Housekeeping,"" because she was Latina. Donald, she has a name.","9/26/16"
330,"Trump","Where did you find this? Where did you find this?","9/26/16"
331,"Clinton","Her name is Alicia Machado.","9/26/16"
332,"Trump","Where did you find this?","9/26/16"
333,"Clinton","And she has become a U.S. citizen, and you can bet...","9/26/16"
334,"Trump","Oh, really?","9/26/16"
335,"Clinton","... she's going to vote this November.","9/26/16"
336,"Trump","OK, good. Let me just tell you...","9/26/16"
337,"Audience","(APPLAUSE)","9/26/16"
338,"Holt","Mr. Trump, could we just take 10 seconds and then we ask the final question...","9/26/16"
339,"Trump","You know, Hillary is hitting me with tremendous commercials. Some of it's said in entertainment. Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her. But you want to know the truth? I was going to say something...","9/26/16"
340,"Holt","Please very quickly.","9/26/16"
341,"Trump","... extremely rough to Hillary, to her family, and I said to myself, ""I can't do it. I just can't do it. It's inappropriate. It's not nice."" But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue. They're untrue. And they're misrepresentations. And I will tell you this, Lester: It's not nice. And I don't deserve that. But it's certainly not a nice thing that she's done. It's hundreds of millions of ads. And the only gratifying thing is, I saw the polls come in today, and with all of that money...","9/26/16"
342,"Holt","We have to move on to the final question.","9/26/16"
343,"Trump","... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.","9/26/16"
344,"Audience","(APPLAUSE)","9/26/16"
345,"Holt","One of you will not win this election. So my final question to you tonight, are you willing to accept the outcome as the will of the voters? Secretary Clinton?","9/26/16"
346,"Clinton","Well, I support our democracy. And sometimes you win, sometimes you lose. But I certainly will support the outcome of this election. And I know Donald's trying very hard to plant doubts about it, but I hope the people out there understand: This election's really up to you. It's not about us so much as it is about you and your families and the kind of country and future you want. So I sure hope you will get out and vote as though your future depended on it, because I think it does.","9/26/16"
347,"Holt","Mr. Trump, very quickly, same question. Will you accept the outcome as the will of the voters? TRUMP:","9/26/16"
348,"Trump","The other day, we were deporting 800 people. And perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they don't even know.","9/26/16"
349,"Holt","Will you accept the outcome of the election?","9/26/16"
350,"Trump","Look, here's the story. I want to make America great again. I'm going to be able to do it. I don't believe Hillary will. The answer is, if she wins, I will absolutely support her.","9/26/16"
351,"Audience","(APPLAUSE)","9/26/16"
352,"Holt","All right. Well, that is going to do it for us. That concludes our debate for this evening, a spirit one. We covered a lot of ground, not everything as I suspected we would. The next presidential debates are scheduled for October 9th at Washington University in St. Louis and October 19th at the University of Nevada Las Vegas. The conversation will continue. A reminder. The vice presidential debate is scheduled for October 4th at Longwood University in Farmville, Virginia. My thanks to Hillary Clinton and to Donald Trump and to Hofstra University for hosting us tonight. Good night, everyone.","9/26/16"
